place_names,Latitude,Longitude
Krushna Store,18.47,73.8558889
Laxmi Flour Mill,18.4707475,73.855664
Laxmi Mandir Temple,18.4716389,73.8553611
Maruti Temple,18.4705833,73.8555974
Mhasoba Bamaj Temple,18.4709167,73.85525
Primurti Hairdresser,18.4704167,73.8556389
Puja Beauty Parlour,18.4707046,73.855221
Raju Pardeshi Tailor,18.4706097,73.8552211
Ram Super Store,18.4706604,73.8552211
Shankar Mandir Temple,18.4701667,73.8552778
Sohan Store,18.4709233,73.8558389
Somaj Mandir Temple,18.4700556,73.8559167
Ganesh Sanjay Temple,18.4716111,73.8558333
Mahalaxmi Bangles,18.4714167,73.8556667
Mahalaxmi,18.4709444,73.8555278
Mhasoba Temple,18.4715833,73.8553889
Nav Ekta Mitramandle,18.47125,73.8558611
Samaj Mandir,18.4701962,73.8559466
Samaj Mandir,18.4705862,73.8558528
Swami Samorth,18.4713333,73.8554722
Basho's,18.5306779,73.9183814
Eddie's Kitchen,18.5175183,73.8748581
Shape and Glow,18.6481157,73.7701465
Sambhaji chowk Indian Oil,18.6472491,73.7701392
Mezza9,18.5942596,73.734581
Manthan Mishthan,18.6007386,73.7640197
Piaggio Vehicles Private Limited,18.2093341,74.606278
Donje Phata,18.4121837,73.7665893
PCCOE Gate 2,18.6517853,73.7612071
Baba computers,18.4972413,73.8395618
Reliance Fresh,18.5097382,73.8159888
The Mobile Store,18.5101044,73.8177429
Aircel Gallery,18.5101095,73.8178127
Canara Bank,18.6433377,73.7723353
HDFC Bank,18.5048062,73.8177514
Axis Bank,18.5049281,73.8180109
IDBI Bank,18.5075174,73.822939
The Phoenix Library,18.5132392,73.8491157
Reliance Smart Bazaar,18.4991655,73.821795
McDonald's,18.5047772,73.8216038
College of Agriculture,18.5319801,73.8446658
Kotak Mahindra ATM,18.5106824,73.8175894
Sanjiwini Hospital,18.4433669,73.848079
Hanuman Super market,18.446812,73.8491251
Gauliwada,18.4427002,73.8482104
Silverleaf Apartments,18.5357203,73.8358062
Sehgal Autoriders Maruti Service,18.5228452,73.7692736
Chowgule Industries Maruti Service,18.4427184,73.8603123
Shree Mahalaxmi Sabhagruha,18.4958334,73.8516004
Wipro Technologies,18.5975508,73.7184234
D mart,18.544444,73.9111235
Ganesh Peth Police station,18.5161748,73.8621906
Chowgule Maruti Suzuki Showroom,18.4878834,73.856196
Neelkamal,18.3148581,73.8640451
Sanjay park,18.5703759,73.9054461
Shiv Mandir,18.6021761,73.7993505
Mahindra Royale,18.6298646,73.8148908
MobiMedia PVT Limited,18.533565,73.8286389
Shiva Temple,18.475961,73.895611
Baker's Point,18.477164,73.895874
Archie's Gallery,18.4764374,73.8951076
Serenity Enclave Main Gate,18.460041,73.9215506
The Bishop's Co-Education School,18.4581575,73.9150286
Kondhwa,18.4779905,73.8940627
Hinjawadi Post Office,18.5864538,73.7368395
Punjab National Bank,18.5865871,73.7366723
dmart,18.4725308,73.8996132
Donut Magic,18.481153,73.901725
Faaso's,18.4789604,73.9017808
Indira Vasahat,18.481568,73.900633
RIMS International School and Junior College,18.4772712,73.9021993
McDonald's,18.5960984,73.7886126
Chakan,18.7623111,73.8625448
Sane Chowk,18.6702325,73.7984266
Vigyan Ashram,18.8327833,74.0587834
Dashabhuja Ganapati,18.4891341,73.8460637
Laxminagar Police chowky,18.4896021,73.8497008
Forever Music Pvt. Ltd / Forever Arts Academy,18.48977,73.8433439
Sicilia Italian Restaurant & Lounge,18.539333,73.87508
Bizzbay,18.4693177,73.9001256
Choice Hardware,18.477466,73.89492
The Village,18.477122,73.89507
Reliance Fresh,18.481928,73.898164
KFC,18.4917432,73.9002237
Lazy Pipes Café,18.4790602,73.9017582
Brew Brothers,18.477798,73.9016322
Novelty Beauty Parlour,18.4783032,73.9015583
Mumbai Chowpatti,18.4795875,73.901369
Kotak Mahindra Bank,18.4853938,73.9000221
Graffiti Bookstore,18.481689,73.900789
Borde Nagar,18.4848996,73.9004015
Prabhat Super Shoppe,18.477099,73.895156
Prakash Super Shoppe,18.4774802,73.89503
Jambhulkar Chowk,18.4952055,73.8999973
Diamond Bakery,18.5048115,73.9011924
Bhairavnath Mandir,18.5069608,73.8987734
Apollo Pharmacy,18.5063944,73.8990745
Intencity,18.5141993,73.8754965
Nadaf Hospitality & Services,18.5057127,73.873642
NCC Head Quaters,18.5211603,73.8299885
Patrakar Cooperative Housing Society,18.5238133,73.8274702
SBI ATM,18.5255233,73.8295486
ICICI Bank,18.5271723,73.8296062
ICICI Bank,18.527203,73.8296076
State Bank of India,18.5255743,73.8295482
Summer Hill Square,18.7639237,73.3838739
Corporator Office,18.6023828,73.7971202
Parvati Museum,18.4972669,73.8468291
Parvati,18.497561,73.8470954
Parvati,18.4977735,73.8471143
प्रवेशद्वार,18.7293667,73.4812356
Junnar ST Stand,19.2051772,73.8699713
Richwood Apartment,18.6593697,73.8285179
SNDT,18.5081769,73.8285677
Garware Mahavidyalay,18.5128652,73.8397526
Deccan Corner,18.513455,73.8410905
Snakpak,18.5469392,73.8056681
IISER New Hall of Residence,18.5435714,73.8058684
Pune University,18.5418764,73.82771
Pune University,18.5427933,73.8258049
Pune University,18.5434063,73.8273775
CHATTUSHSHRINGI MANDIR,18.5398377,73.8297391
Jog Hospital,18.5091844,73.8217809
Vanaz Corner,18.5071912,73.8077089
Vanaz Corner,18.5076422,73.8079861
Hingne Khurd,18.4796701,73.8250995
Vitthalwadi,18.4821529,73.8261509
Vaidhyanath Oil Mills,18.1656733,74.5974667
Taher Chambers,18.1523641,74.5740019
"Dawoodi Bohra Masjid, Baramati",18.1530367,74.5744606
Dr. Raje,18.1521653,74.5737712
Akash Tours and Travels,18.5128409,73.8497574
ICICI Bank,18.5076294,73.795881
State Bank of India,18.5076508,73.7959272
Shalaka Co-op. Society,18.5119289,73.852082
Indian In A Box,18.5940851,73.7341604
"Birlasoft, SDB2",18.5927078,73.7357842
"Birlasoft, Innovarium",18.5933164,73.7351731
Hinjawadi Police Chowki,18.5917477,73.7387073
LTIMindtree Ltd.,18.59358,73.7331513
Shani Maruti Temple,18.4683694,73.8639829
Indira Nagar Bus Stop,18.4687483,73.8639307
Panchvati Gaurav,18.5178988,73.8386127
State Bank of India,18.4983766,73.8141404
Park Street,18.5984775,73.7809683
Sinhagad Fort,18.3651456,73.7552242
Gandhi Bhavan Library,18.4964855,73.803304
ICICI Bank,18.5006814,73.8242901
State Bank of India,18.5007403,73.8244521
State Bank of India,18.5070149,73.8284522
HDFC Bank,18.5007555,73.824494
ICICI Bank,18.5007016,73.8243456
IndusInd Bank,18.5003624,73.8224487
Bal Shivaji Chauk,18.5046947,73.8388301
Bakaji Chowk,18.5170163,73.7713053
Barista Lavazza,18.5151955,73.8286908
Kollage Food Court,18.5138821,73.8285786
Muttha Towers,18.5522844,73.8920196
Muttha Towers,18.5521383,73.8924983
Yerawada Police Station,18.5527989,73.8957965
Janata Sahakari Bank,18.5596624,73.9282894
More,18.5508077,73.9392535
Bangalore Iyengar Bakery,18.5618865,73.9318372
Star Bazaar,18.5614294,73.9172036
Bank of India,18.5650297,73.9161442
Bangalore Iyengar Bakery,18.56503,73.9166535
Cafe Coffee Day,18.5657868,73.918066
ICICI Bank,18.5658586,73.9180486
Kukudku,18.5511636,73.939013
Samir Chicken And Eggs,18.5510223,73.9391358
Local Fishmonger,18.5578799,73.9314432
Amir Chicken And Eggs,18.564969,73.9174743
Axis Bank,18.5527181,73.9375801
ICICI Bank,18.5483672,73.9362368
Cafe Coffee Day,18.5192283,73.8305068
Bank of Maharashtra,18.5171386,73.8429996
Butter Brews,18.533123,73.8970243
Greenfood,18.501756,73.8105515
Kothrud Fire Station,18.4988894,73.8134797
Raymond,18.5173092,73.842353
Vasu Medicals,18.502253,73.8047919
Mahindra Colony,18.551189,73.8938088
Kothrud,18.5038889,73.807673
Janwadi,18.5290401,73.8271991
Sweet Chariot,18.527138,73.8416279
Vaiawadi,18.5328715,73.8275122
Sindh Colony Gate,18.5560176,73.8094612
Smokin' Joe's,18.4987975,73.8132784
Babhulsar Budruk,18.5013884,74.505209
Bank of Maharashtra,18.5081241,73.8438975
Parvati Paytha,18.4979565,73.8494742
Aalephata,19.1822874,74.0954577
Nashik phata,18.6073179,73.8225501
Chandni chowk,18.6204034,73.8505924
Erica ,18.5112074,73.9294315
Daffodils ,18.5123977,73.9296621
Tulapur,18.6699367,73.9954427
Talegaon Dhamdhere,18.6676999,74.1527672
Raobahadur Dattatray Govind Shaligram Chowk,18.5273433,73.8490609
Dr. Kinikar Chowk,18.5275775,73.8493716
Ghorpuri,18.528148,73.8939317
Pune Junction,18.5290793,73.8740372
Pune Junction,18.5291657,73.8733305
Pune Junction,18.5293602,73.8733199
Pune Junction,18.52937,73.8726619
Pune Junction,18.5294921,73.8726591
Pune Junction,18.5295338,73.8726575
Mangalwar Peth,18.5243388,73.8592081
Sonya Maruti Chowk,18.5159878,73.8591744
KEM Hospital,18.5204468,73.8674762
Kalyani Nagar,18.5481382,73.9025513
Peacock Palace,18.5513076,73.903873
The Flour Works,18.5490038,73.9004452
Gera Junction,18.4858591,73.8889844
Sangita,18.6396289,73.7727504
Saikrupa Society,18.4925516,73.8532269
Pratibha Society,18.4925766,73.8525468
Sadashiv Peth,18.5107764,73.8502149
Shaniwar Peth,18.5192839,73.8524863
Shirish Tendulkar Chowk,18.5146339,73.8464112
Moti Chowk,18.5169271,73.8593818
Vajradehi Chowk,18.5187818,73.8599743
15 August Chowk,18.5223321,73.8663642
DCC,18.5166827,73.8440779
DCC,18.5176256,73.8446764
KFC,18.5164123,73.8424415
McDonald's,18.5182703,73.8446191
Wadeshwar,18.5184279,73.8416116
Magarpatta City Main Gate,18.5145893,73.932162
Magarpatta City South Gate,18.5084653,73.9295007
Shivajinagar,18.5325687,73.8513783
Shivajinagar,18.5326241,73.8515102
Khadki,18.5640316,73.8402372
Khadki,18.5640992,73.8403491
Chitale Bandhu Mithaiwale,18.5135592,73.8536522
Khunya Murlidhar Mandir,18.5115855,73.8505554
Dasara Chowk,18.5737452,73.7761167
Echinus Court,18.5769427,73.7647203
Belhe,19.1156901,74.1754383
Bajirao I statue,18.520627,73.8553084
Maharshi Dhondo Keshav Karve,18.5019805,73.8150555
Amrapali,18.518642,73.8415805
Barbeque Nation,18.5163182,73.8423121
Champion Sports Wear,18.5162446,73.8415571
Champion Sports,18.5162224,73.8414623
Vaishali,18.520848,73.8412179
Venus Traders,18.5193628,73.8420529
Naturals,18.5231678,73.8475945
FC Road,18.5220938,73.8412187
Baadshahi,18.5086926,73.8488417
Jaihind Collections,18.5048222,73.8217262
Lokmanya Nagar Post Office,18.4991861,73.8449616
MiG-23MF,18.5461648,73.8520697
Baker Gauges,18.5643551,73.9161886
Khandujibaba Vitthal Mandir,18.5145601,73.8427254
Kothrud Stand,18.4999434,73.8134087
HDFC Bank,18.4962086,73.8091538
Padmavati Mandir,18.4773167,73.8547704
Hadapsar,18.5007741,73.9379146
Nanded phata,18.4546606,73.7964817
Somatne Toll Naka,18.7000684,73.6921173
Somatne Toll Naka,18.7003569,73.6921929
Gyaneshwar Maharaj,18.6771074,73.8967097
Atithi,18.6720025,73.8898157
MAE girls hostel,18.6702136,73.8891934
Union Bank of India,18.6757967,73.8992785
Kedari,18.6877915,73.5082939
Pawna Chowk,18.6854547,73.5089878
Balagandharva Police Station,18.5222358,73.8478417
Dulya Maruti,18.5162403,73.8627746
Sant Kabir Police Station,18.5148758,73.8688574
Kasba Ganpati,18.5190304,73.8572406
Surya Sahyadri Hospital,18.521259,73.8556767
circle of queen,18.4773331,73.8965901
Navi Peth Vitthal Mandir,18.5099251,73.8458716
Sarvajanik Kaka,18.5119368,73.8537136
Tingrenagar,18.5766376,73.8936578
Sai Mandir,18.4852771,73.941354
Shri Mahadev Mandir,18.485352,73.9395166
Ganpati Mandir,18.4908548,73.9320082
Bhigwan,18.2977007,74.7549847
Daund,18.4610039,74.5790616
Tukai Temple,18.4875613,73.9470199
Rajas Garden,18.5300088,73.8320743
Bharati Vidhyapeeth College Of Engineering,18.4566136,73.8563024
Barrier for heavy vehicles,18.5013518,73.9202182
Yuthika,18.5618268,73.7707288
शिवाजीराजे चौक,18.278526,74.1601812
Azad Chowk,18.2770212,74.1605534
Durgamata chowk,18.2762579,74.1604129
Shivaji Chowk,18.1435953,74.5738346
Roopali,18.5193443,73.8414253
Subway,18.5242458,73.8414419
Baramati,18.1478834,74.5733979
Pisarve,18.3727789,74.1948349
Pondhe,18.4248025,74.2751331
Sumitz,18.5765004,73.7645476
New Poona Bakery,18.5639085,73.7829244
Do Say Idlicious,18.5617981,73.7835145
McDonald's,18.7520512,73.4030167
Fruit Shop,18.7513178,73.4036953
Late,18.0730712,74.4071518
reserved-bit,18.5096631,73.9285127
Jhulelal Hindu Temple,18.484929,73.9029662
Chattrapati Sambhaji Maharaj Chowk,19.1710703,74.115495
Kareem's,18.5960248,73.7882756
CNG PETROL PUMP,18.5921702,73.8037493
Untade Maruti Mandir,18.5194948,73.8672569
Vishrambag Wada,18.5136511,73.8528438
Vishrambag Wada,18.5136795,73.8528447
Vishrambag Wada,18.5137558,73.8531763
Amul,18.2998596,73.874463
Cafe Coffee Day,18.2997924,73.8745209
Domino's,18.2998379,73.874515
McDonald's,18.2997419,73.8745275
Bhadas,18.54782,73.5359625
Gavadewadi,18.5491881,73.5427971
Manchar ST Stand,19.0011086,73.9439936
Chaitanya Paranthas,18.5097729,73.816251
The Great Punjab,18.5596358,73.7900227
Yamuna Nagar,18.6641129,73.7868217
Maruti Suzuki,18.5267177,73.8300017
DSK Toyota,18.5301849,73.8371555
Eden Court,18.5325596,73.8341131
Little Italy,18.5348218,73.8381397
Om Super Market,18.5328717,73.8340408
Perugate Police Chowki,18.5113926,73.8487755
Someshwar Mandir,18.5138161,73.8604832
Soul Kitch,18.5348843,73.8381849
Visava Maruti Mandir,18.5112645,73.8426877
Bavdhan Police Chowki,18.5224956,73.7795837
Chitale Bandhu Mithiwale,18.5080977,73.7964418
McDonald's,18.5081003,73.7965181
State Bank of India,18.5170856,73.7807566
Axis Bank,18.5300239,73.8365202
Axis Bank,18.5339084,73.8337076
Phursungi,18.4572003,74.0021566
Sasvad Road,18.472818,73.9545184
Shindawane,18.4258426,74.1181556
Alandi,18.4629033,74.0641899
Jejuri,18.2871679,74.1716695
Rajevadi,18.3843334,74.155524
Ambale,18.4137735,74.1870373
Golf Links Pvt Housing Society,18.551469,73.892704
Bank of Maharashtra,18.50293,73.8181901
Bank of Maharashtra,18.5107323,73.8167203
Four Seasons Restaurant & Bar,18.5036735,73.8215607
Yolkshire,18.5032899,73.8216326
Dapodi,18.5814553,73.8327093
Dapodi,18.5814473,73.8326856
Kasarwadi,18.607809,73.820959
Pimpri,18.6229526,73.8025117
Pimpri,18.6230808,73.8023221
Chinchwad,18.6394314,73.7916841
Chinchwad,18.6403548,73.7917128
Chinchwad,18.6395547,73.7919431
Chinchwad,18.639629,73.7920785
Akurdi,18.6486364,73.764716
Akurdi,18.6485335,73.7645099
Hanuman Mandir,18.5240472,73.8177328
Burger King,18.5391378,73.9046835
Lokmanya Hospital Pradhikaran,18.6558556,73.7734848
Swami Vivekananda Chowk,18.6562114,73.7652074
kreativ technology,18.6455538,73.755548
Badhai Sweets,18.5018306,73.8050111
Bal Shikshan Mandir Gate,18.5038871,73.8180439
IMCC Gate,18.5046429,73.8178447
Joshi's Museum of Miniature Railways,18.5014117,73.822364
Kothrud Post Office,18.5019716,73.814668
Yashwantrao Chavan Art Gallery,18.5029785,73.8123271
Guruganesh Nagar,18.5028438,73.7995615
Guruganesh Nagar,18.5029501,73.7995804
Kumbare Park,18.5030721,73.7981466
Sneh building,18.5857775,73.8140026
Kalewadi Phata,18.6036761,73.7772787
Bhumkar Chowk,18.6053321,73.7519996
Jnaneshwar Paduka Mandir,18.5268189,73.8416266
Krishna Pure Veg,18.487046,73.8128332
Maangav Chowk,18.5753274,73.7093313
Choice Supermarket,18.603406,73.7642001
Dewdale,18.6032391,73.7641498
Metro Chemists,18.6033321,73.7642932
Shivsagar,18.5202983,73.8457959
Rakesh Sweet Mart,18.6352981,73.8427553
Gold's Gym,18.4991044,73.822031
Shell,18.5988819,74.0051157
Hindustan Petroleum,18.6089666,74.0149322
Alankar Police Chowki,18.4984329,73.8262153
Chaat Cafe,18.5013222,73.8221818
Wadeshwar,18.5013733,73.8221823
Cummins India Limited,18.4972967,73.8072626
Garud Ganapati Mandir,18.5136612,73.8456282
Mati Ganapati Mandir,18.515851,73.8467687
New Poona Bakery,18.5172169,73.8547744
Senadatta Police Chowki,18.5052065,73.8446033
Kolvihire-Jogwadi-Murti Rd,18.2529214,74.2198026
Cafe Eastwood,18.4987178,73.8193274
Siya,18.4990493,73.8193074
Kelad,18.2062331,73.5830558
Hatti Ganpati Mandir,18.5112234,73.845858
Abhishek Non-Veg,18.5040868,73.8305613
Domino's,18.5070723,73.8324574
Kalinga Seafood Restaurant,18.5080294,73.8350616
Karur Vysya Bank,18.5030666,73.818513
Manali,18.5027646,73.8288666
Pavitra,18.5014649,73.8268161
Swami,18.5080004,73.8350198
Krishna Chowk,18.5817918,73.8155716
Hadapsar Railway Station,18.526967,73.9278252
Loni,18.4908467,74.0208082
Manjari Budruk,18.5122093,73.9719339
CS Meenal Abhyankar (Company Secretaries),18.4940095,73.8191852
Mother care Diagnostic Center,18.5714814,73.8782162
Gorhe,18.4209497,73.7557921
Kalyani Veg,18.5457379,73.9058142
Narayan Peth Police Chowki,18.5162004,73.8478649
The Bounty Sizzlers,18.5488016,73.9054218
Kedgaon,18.4820871,74.3767149
Khutbav,18.4860042,74.3156554
Yavat,18.4890124,74.2566509
Padma Cafe,18.5094182,73.8300312
Symbiosis Institute Of Technology,18.5412214,73.7274563
Café Coffee Day,18.5001122,73.8143802
Domino's,18.502359,73.8154137
Cafe Durga,18.5060236,73.817776
Konkan Express,18.4981982,73.8139826
Sheetal,18.5024496,73.8161157
Subway,18.5013203,73.8218646
Desai Bandhu Ambewale,18.5031476,73.818765
KFC,18.5105973,73.8387889
Kimaya,18.5049037,73.8219181
Lagu Bandhu,18.5076157,73.8297186
McDonald's,18.5106503,73.8388357
Olivia,18.5054189,73.8232962
Sadanand,18.505459,73.8232862
Sai Driving School,18.5023626,73.8152963
Rana,18.5023108,73.8050581
हिंद चौक,18.5858002,73.7830956
Rakshak Society Chowk,18.5820092,73.7976175
Apple hospital bus stop,18.5885743,73.7813309
Prakash Netralaya,18.5424791,73.7907148
Cafe Coffee Day,18.5081327,73.7828202
Patrya Maruti,18.5152989,73.8501817
Sanjay Tools & Accessories Pvt. Ltd.,18.6327472,73.8480653
Apla Chouk,18.4936037,73.8401497
Shirgaon,18.0980595,73.629024
Ravadi,18.0424932,73.7900705
Titeghar,18.0346058,73.7696568
Utkarsh chowk,18.5948206,73.7635019
Tapkir Chowk,18.6122743,73.7843162
Casa Lolo,18.5169498,73.8339362
Mainland China,18.5314274,73.8293605
KFC,18.5646448,73.7743979
Infosys Cricket Ground,18.5975831,73.7092332
Ivy,19.1378713,74.014889
Khubi Phata,19.3315912,73.8074934
Meta Investment,18.5986711,73.7889516
Jamnalal Bajaj,18.5013633,73.8541743
Lokashahir Annabhau Sathe,18.5016195,73.8542012
Natraj,18.5020727,73.8562922
Mangaldeep,18.4934699,73.8208332
Khandala,18.754655,73.3773761
Khandala,18.7546886,73.3773755
Gokul Nagar Park Enterence Point,18.5863853,73.8875519
Ramesh Super Market,18.5252664,73.8300383
Chrysalis,18.5251797,73.8298351
Shivaji Chowk,18.5913314,73.7389647
Ghar Kaa Khana,18.5941458,73.7333771
Vithoba Temple,18.5097638,73.8016254
Ramkrishna Paramhansnagar Sarvajanik Ganeshotsav Mandal,18.5103466,73.8032578
Basarapur,18.1709082,73.8359339
Shri Laxmi Dhaam,18.5392072,73.7836645
Parihar Chowk,18.5605828,73.809218
Kokane Chowk,18.5968638,73.7911733
काटे पाटील चौक,18.5991037,73.8076053
Barbeque Nation,18.5996865,73.7550788
Police Madat Kendra,18.7433889,73.4833228
Makkah Masjid,18.5053068,73.8624537
Farog E Nabavi Masjid,18.5063861,73.8626153
Mominpura Kabrastan Masjid,18.5050814,73.8638276
Station Masjid,18.5272351,73.8720631
Khadki Police Station,18.5571921,73.8454253
McDonald's,18.5870806,73.8332861
DSK Vishwa Entrance,18.4469574,73.7997436
Barangani Mala - DSK Vishwa,18.4470252,73.8040155
Rani Laxmibai,18.5225267,73.8482223
Roystonea,18.5173665,73.931945
Trillium,18.5187094,73.9249283
Dakshinmukhi Maruti Mandir,18.518207,73.8538869
Shani Mandir,18.5131263,73.8537361
Tambdi Jogeshwari,18.5165314,73.8547653
Gar,18.4884798,74.5067356
Kusegaon,18.3879833,74.4281026
Nanvij,18.5057766,74.5397161
Nityaa Technosys Pvt Ltd,18.5162199,73.8547865
Gawandewadi,19.1139199,73.5597363
h cross,18.5468582,73.805337
Belscot Residency,18.5489526,73.8044648
Ray's Fitness Studio,18.5618114,73.7836344
Eatsome,18.5032321,73.8216498
Samarath Hotel,18.50746,73.8083522
Royal Only Chicken,18.5103419,73.8164334
Bank of India,18.5160175,73.8156554
BOI ATM,18.5093073,73.8142557
Marrakesh,18.5244163,73.8415682
C - Wing,18.5075573,73.8087002
Neel Medicals,18.5062595,73.8174209
Bike Gurus,18.5062639,73.8174548
Shreeman Hotel,18.510417,73.8166493
Naturals Icecream - Kothrud,18.502392,73.8157895
